id,loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,policy_code,loan_status
1043259,14000,14000, 36 months,14.65,482.92,C,C3,2 years,3,53000,3,22.89,0,38565,1,,,7,0,10595,91.3,8,0,0,1,2
937673,13975,13975, 36 months,8.9,443.76,A,A5,1 year,1,42000,1,17.06,0,35674,0,,,11,0,20975,59.3,26,0,0,1,2
1047779,24000,24000, 36 months,7.9,750.97,A,A4,9 years,3,62004,3,10.92,0,32721,0,,,5,0,19176,82.7,26,0,0,1,2
1036629,7000,7000, 36 months,7.9,219.04,A,A4,4 years,1,48000,1,15.38,0,37500,1,,,11,0,9373,56.1,28,0,0,1,2
1046245,6000,6000, 36 months,12.42,200.5,B,B4,7 years,1,39996,2,18.84,1,36526,1,2,,8,0,2269,33.4,19,0,0,1,2
1042468,14000,14000, 36 months,12.42,467.82,B,B4,6 years,2,52000,1,13.82,0,32874,0,67,,7,0,13205,78.6,24,0,0,1,2
1040436,13800,13800, 60 months,11.71,304.96,B,B3,8 years,1,109000,3,4.44,0,37347,0,,,9,0,9384,55.2,22,0,0,1,2
1047368,24000,24000, 60 months,14.65,566.56,C,C3,6 years,1,90000,3,17.15,0,35462,1,,,13,0,17948,56.3,26,0,0,1,1
1047606,18000,18000, 60 months,11.71,397.77,B,B3,4 years,1,40000,3,2.1,0,38687,0,,,4,0,2188,12.5,11,0,0,1,2
1047765,35000,35000, 60 months,19.42,916.03,E,E3,8 years,1,220000,3,11.41,0,35278,0,34,,16,0,4808,23.9,26,0,0,1,2
1047604,8000,8000, 36 months,12.69,268.36,B,B5,5 years,3,36000,1,11.13,1,36678,0,7,,6,0,10736,82,20,0,0,1,1
1043970,25000,25000, 60 months,14.27,585.22,C,C2,n/a,1,117000,3,12.71,0,26816,1,,,12,0,29323,72.6,39,0,0,1,2
1047559,1000,1000, 36 months,10.65,32.58,B,B2,< 1 year,3,12000,2,4,0,31138,1,,,3,0,849,28.3,7,0,0,1,2
1046561,5000,5000, 36 months,6.62,153.52,A,A2,1 year,2,30000,2,13.76,0,37773,0,,,7,0,6759,84.5,14,0,0,1,2
1047518,10000,10000, 36 months,16.77,355.39,D,D2,6 years,2,45000,2,8.43,0,38534,0,,,5,0,9107,95.9,15,0,0,1,2
1040942,6000,6000, 36 months,7.9,187.75,A,A4,5 years,1,139200,1,20.09,0,33178,0,,,19,0,33725,43.4,31,0,0,1,2
1047458,30000,30000, 36 months,19.42,1106.07,E,E3,6 years,1,90000,2,7.95,0,36312,0,60,,10,0,24488,75.1,27,0,0,1,2
1047511,16000,16000, 36 months,6.62,491.26,A,A2,10+ years,1,100000,1,9.77,0,32660,4,,,16,0,24860,37.6,40,0,0,1,2
1047322,12000,12000, 36 months,16.29,423.61,D,D1,5 years,3,125000,2,6.1,1,38292,2,15,,9,0,12136,44.2,21,0,0,1,1
1026253,35000,35000, 60 months,20.89,944.71,F,F1,10+ years,1,100000,3,9.31,0,35278,2,66,,16,0,11818,40.2,54,0,0,1,2
1047470,5000,5000, 36 months,9.91,161.13,B,B1,1 year,3,31000,2,19.01,2,37012,2,19,,11,0,2562,43.4,24,0,0,1,2
1015821,13000,13000, 36 months,12.69,436.09,B,B5,6 years,3,118000,2,6.33,0,36069,0,,,9,0,20564,89.8,16,0,0,1,1
1046448,11200,11200, 36 months,10.65,364.83,B,B2,10+ years,3,83000,3,10.15,0,34455,0,24,,7,0,16259,55.7,12,0,0,1,2
1013090,12000,12000, 60 months,17.27,299.98,D,D3,2 years,3,36048,1,20.51,1,37926,1,13,,10,0,7113,19.5,18,0,0,1,2
1044585,15000,15000, 60 months,18.25,382.95,D,D5,10+ years,1,50004,2,21.41,1,32782,0,12,,10,0,14020,47.7,29,0,0,1,1
1047248,35000,35000, 60 months,23.13,989.29,G,G2,3 years,1,220000,2,18.36,0,36586,3,,,8,0,51941,93.2,28,0,0,1,1
1047427,3200,3200, 36 months,12.69,107.35,B,B5,5 years,3,54000,2,4.71,0,32933,1,,,10,0,4723,49.2,14,0,0,1,2
1047409,6000,6000, 36 months,12.42,200.5,B,B4,< 1 year,3,30000,2,8.92,0,39326,0,,,5,0,8061,63,7,0,0,1,1
1038490,3100,3100, 36 months,11.71,102.54,B,B3,< 1 year,3,20000,2,21.78,0,37135,0,27,,5,0,11850,85.3,12,0,0,1,2
1047402,5000,5000, 36 months,9.91,161.13,B,B1,2 years,2,25000,2,23.18,0,36100,1,,,3,0,5135,31.5,28,0,0,1,2
1031863,25000,25000, 36 months,12.69,838.63,B,B5,2 years,3,80000,3,9.33,0,35370,0,34,,17,0,15210,73.1,50,0,0,1,2
1047260,5000,5000, 36 months,16.77,177.7,D,D2,10+ years,1,89000,2,24.54,0,33208,0,,,24,0,65029,92.6,33,0,0,1,1
1047256,8800,8800, 36 months,6.03,267.84,A,A1,5 years,1,135000,1,8.85,0,34486,0,,,14,0,32706,11,34,0,0,1,2
1041247,6000,6000, 36 months,14.27,205.86,C,C2,9 years,3,55000,3,24.55,0,36831,0,35,,19,0,7891,80.5,43,0,0,1,2
1047217,12000,12000, 36 months,14.65,413.94,C,C3,5 years,3,36888,2,15.45,0,37347,1,53,,7,0,5318,51.6,17,0,0,1,2
1044775,8000,8000, 36 months,15.96,281.1,C,C5,5 years,3,48500,2,23.51,0,38626,1,57,,4,0,2349,87,12,0,0,1,2
1047145,10000,10000, 36 months,11.71,330.76,B,B3,10+ years,1,32000,3,17.63,0,33939,0,,,6,0,12821,96.4,27,0,0,1,2
1045978,19075,19075, 60 months,17.58,480.04,D,D4,8 years,3,41500,3,23.91,0,36800,0,56,,11,0,12838,70.7,17,0,0,1,1
1047133,3000,3000, 36 months,8.9,95.26,A,A5,< 1 year,3,61160,2,8.24,0,35977,1,,95,8,1,337,0.8,14,0,0,1,1
1047124,5000,5000, 36 months,14.27,171.55,C,C2,1 year,2,60000,1,17,0,38261,3,,,9,0,14748,64.9,13,0,0,1,2
1047168,10625,10625, 36 months,12.42,355.04,B,B4,2 years,3,30000,1,23.36,0,37681,1,,,18,0,15037,91.1,26,0,0,1,2
1046950,12000,12000, 36 months,11.71,396.92,B,B3,8 years,3,50000,3,18.31,0,38412,0,,,8,0,10909,64.6,9,0,0,1,2
1047080,9750,9750, 36 months,16.77,346.5,D,D2,< 1 year,3,24300,2,12.74,0,38626,0,,,11,0,10597,63.5,14,0,0,1,2
1032149,12000,12000, 36 months,17.27,429.45,D,D3,4 years,3,50000,1,18.77,0,39264,0,,,5,0,6879,80,6,0,0,1,2
1047075,21600,21600, 36 months,19.03,792.1,E,E2,7 years,3,120000,2,9.71,0,36982,0,,,7,0,9760,81.3,12,0,0,1,2
1046942,6000,6000, 36 months,8.9,190.52,A,A5,< 1 year,1,26400,1,8.91,0,37926,1,25,,5,0,6620,62.5,9,0,0,1,2
1038943,25450,25450, 60 months,21.28,692.53,F,F2,5 years,1,82000,3,20.9,0,36617,3,,,11,0,24575,77.5,29,0,0,1,2
1047067,3575,3575, 36 months,7.51,111.23,A,A3,6 years,3,45000,2,14.59,0,38899,0,,,10,0,2429,9.7,15,0,0,1,2
1045375,12000,12000, 36 months,12.42,400.99,B,B4,10+ years,3,55000,2,14.18,1,35674,0,15,,6,0,6934,78.8,11,0,0,1,2
1046931,3000,3000, 36 months,11.71,99.23,B,B3,10+ years,3,30000,1,10.68,0,36220,1,57,,3,0,830,16.6,18,0,0,1,2
1047061,7000,7000, 36 months,8.9,222.28,A,A5,2 years,3,45000,2,6.13,0,38322,3,,,17,0,9924,27.7,30,0,0,1,1
1039468,21000,21000, 36 months,11.71,694.6,B,B3,10+ years,1,60000,2,3,1,34639,0,5,,4,0,8296,62.8,13,0,0,1,2
1046905,25000,25000, 60 months,22.06,691.33,F,F4,7 years,3,180000,2,7.04,0,38384,1,,,5,0,11260,78.7,7,0,0,1,1
1047031,12000,12000, 60 months,14.27,280.91,C,C2,10+ years,1,68000,3,9.35,1,32417,1,19,,6,0,5067,67.6,11,0,0,1,1
1047020,25000,25000, 60 months,18.25,638.25,D,D5,6 years,1,92604,2,18.84,1,29860,2,4,,20,0,27681,47.4,57,0,0,1,2
1046890,6075,6075, 36 months,6.03,184.9,A,A1,8 years,1,79200,2,10.17,0,35490,0,,,9,0,15279,35.8,30,0,0,1,2
1047018,5000,5000, 36 months,11.71,165.38,B,B3,10+ years,3,43000,2,13.48,0,34943,0,30,,3,0,3007,50.1,28,0,0,1,2
1040467,10400,10400, 36 months,15.27,361.9,C,C4,10+ years,3,38004,1,19.58,0,36220,1,,,11,0,13017,63.2,20,0,0,1,1
1046549,8000,8000, 36 months,15.96,281.1,C,C5,4 years,2,42000,2,12.34,0,36617,2,,,7,0,12742,98.8,11,0,0,1,2
1047002,11000,11000, 36 months,12.42,367.57,B,B4,1 year,3,85000,2,18.17,0,36100,0,,,10,0,9908,87.7,19,0,0,1,2
1046854,12000,12000, 36 months,14.27,411.71,C,C2,3 years,3,75000,1,24.56,0,38687,0,,,17,0,11222,93.5,24,0,0,1,2
1045047,12000,12000, 36 months,6.62,368.45,A,A2,10+ years,1,90000,3,12.09,0,34060,2,,,8,0,16851,33.1,53,0,0,1,2
1036307,11100,11100, 60 months,15.96,269.7,C,C5,10+ years,1,50000,3,24.12,0,36008,2,,,14,0,16205,73.7,52,0,0,1,2
1046840,20000,20000, 36 months,18.64,729.49,E,E1,2 years,3,61000,2,12.28,0,37926,1,31,,13,0,10939,70.3,32,0,0,1,2
1046255,3000,3000, 36 months,10.65,97.72,B,B2,4 years,3,40000,1,8.58,0,34639,2,34,,6,0,1476,73.8,28,0,0,1,1
1046826,15075,15075, 36 months,15.27,524.58,C,C4,6 years,3,37000,1,20.5,0,37408,1,,,7,0,15806,72.2,10,0,0,1,1
1046749,15000,15000, 36 months,17.27,536.81,D,D3,6 years,3,90000,2,5.84,0,38869,1,45,,10,0,9048,66.5,15,0,0,1,2
1046822,24000,24000, 36 months,17.58,862.61,D,D4,3 years,1,80500,3,14.33,0,36465,1,,,13,0,23530,73.2,23,0,0,1,2
1046809,8500,8500, 36 months,10.65,276.88,B,B2,10+ years,3,50000,2,16.32,0,37469,3,,,13,0,8088,34.4,31,0,0,1,2
1046792,28000,28000, 60 months,18.64,720.81,E,E1,2 years,1,120000,3,10.18,0,35065,3,,,9,0,35694,92.7,35,0,0,1,1
1039392,23000,23000, 60 months,18.64,592.09,E,E1,6 years,3,62000,3,21.17,0,35004,0,73,,13,0,23773,72.3,38,0,0,1,2
1046712,5500,5500, 36 months,9.91,177.24,B,B1,6 years,1,59000,1,8.75,0,35217,1,53,,3,0,2361,17.5,15,0,0,1,2
1046552,15000,15000, 36 months,22.35,575.58,F,F5,10+ years,3,67000,3,17.57,2,36465,1,15,,3,0,9984,99.8,26,0,0,1,1
623231,5000,5000, 36 months,12.69,167.73,B,B5,3 years,1,142000,3,13.28,0,32905,1,,,11,0,32945,53.3,22,0,0,1,1
1040347,8875,8875, 36 months,14.65,306.14,C,C3,< 1 year,3,33000,3,21.16,3,38899,1,12,,18,0,3971,41.8,29,0,0,1,2
1046653,8000,8000, 36 months,9.91,257.8,B,B1,< 1 year,3,30000,2,3.88,0,38047,4,,,4,0,273,18.2,6,0,0,1,1
1046531,4500,4500, 36 months,14.27,154.4,C,C2,10+ years,3,55000,1,18.92,1,34151,2,7,,16,0,10637,66.8,26,0,0,1,1
1046646,35000,35000, 60 months,13.49,805.17,C,C1,10+ years,1,135000,3,7.72,0,34943,4,,,16,0,6976,6.7,34,0,0,1,2
1043550,10000,10000, 36 months,13.49,339.31,C,C1,5 years,2,25000,1,10.32,0,38899,2,44,,8,0,10251,51,14,0,0,1,2
1043410,18650,18650, 36 months,7.9,583.57,A,A4,10+ years,1,50000,1,21.62,0,32509,0,,,11,0,25499,55.9,23,0,0,1,2
1046616,23700,23700, 60 months,17.58,596.43,D,D4,5 years,3,105842,2,13.17,0,36100,3,,,7,0,17384,92.6,27,0,0,1,2
1035978,6400,6400, 36 months,7.51,199.11,A,A3,< 1 year,3,76800,1,9.58,0,35886,1,,,11,0,12306,38.1,20,0,0,1,2
1046407,7000,7000, 60 months,18.64,180.21,E,E1,2 years,3,33000,2,8.8,0,39114,1,,,14,0,4029,27.8,21,0,0,1,2
1046604,3500,3500, 36 months,14.27,120.09,C,C2,< 1 year,3,34000,1,20.19,0,37226,0,68,,9,0,11097,70.2,14,0,0,1,2
1043080,10200,10200, 36 months,7.9,319.17,A,A4,< 1 year,1,65000,2,16.98,0,36831,0,,,13,0,23338,38.4,27,0,0,1,2
1044522,12000,12000, 36 months,12.42,400.99,B,B4,5 years,3,69600,1,19.09,1,35521,3,19,,12,0,20419,69.2,31,0,0,1,1
1033007,9000,9000, 36 months,11.71,297.69,B,B3,2 years,3,35000,1,6.38,0,38322,0,,,6,0,5761,91,9,0,0,1,1
1043274,4000,4000, 36 months,12.69,134.18,B,B5,10+ years,3,43000,2,17.11,0,35855,1,,,5,0,6357,52.5,21,0,0,1,2
1023901,35000,35000, 60 months,21.28,952.39,F,F2,4 years,1,85000,3,16.56,0,36647,0,,,15,0,26325,89.8,29,0,0,1,1
1034286,20000,20000, 60 months,17.58,503.32,D,D4,2 years,1,120000,3,11.05,0,36220,1,,,10,0,17106,74.7,21,0,0,1,2
1045293,5000,5000, 36 months,9.91,161.13,B,B1,3 years,1,55000,2,6.98,0,35431,0,,,6,0,10124,93.8,10,0,0,1,2
1046442,20000,20000, 60 months,13.49,460.1,C,C1,10+ years,3,40000,3,23.31,0,32356,0,,,9,0,13953,80.8,19,0,0,1,1
1046443,7200,7200, 36 months,6.62,221.07,A,A2,10+ years,1,71000,3,11.46,0,31929,3,,,15,0,47892,51,28,0,0,1,2
1042802,5500,5500, 36 months,7.51,171.11,A,A3,4 years,3,63000,3,5.56,2,25082,0,13,,6,0,6981,20.1,15,0,0,1,2
1046276,3000,3000, 36 months,10.65,97.72,B,B2,< 1 year,3,30000,1,17.96,0,37043,1,52,,7,0,3637,35,17,0,0,1,2
1046300,9000,9000, 36 months,16.77,319.85,D,D2,9 years,3,40000,3,16.74,0,35612,0,58,,12,0,21845,67.4,25,0,0,1,2
1046371,9000,9000, 36 months,8.9,285.78,A,A5,3 years,3,80000,1,3.3,0,38412,0,,,3,0,5433,40.2,11,0,0,1,2
1046275,6000,6000, 36 months,7.9,187.75,A,A4,10+ years,3,34000,1,5.54,0,36770,0,,,6,0,6729,77.3,14,0,0,1,2
1046380,4000,4000, 36 months,6.62,122.82,A,A2,9 years,1,80000,2,10.48,0,36951,1,,,11,0,6266,10,18,0,0,1,2
1046382,21200,21200, 60 months,18.25,541.23,D,D5,4 years,3,57250,3,23.25,0,36161,0,36,,13,0,37717,85.3,30,0,0,1,2
1046366,25000,25000, 36 months,15.27,869.95,C,C4,5 years,3,168000,3,15.5,0,37073,1,49,,16,0,13382,34.8,36,0,0,1,2
1046247,12000,12000, 36 months,11.71,396.92,B,B3,7 years,3,38000,2,4.67,0,38292,1,24,,21,0,917,7.4,29,0,0,1,2
1030260,17000,17000, 36 months,12.42,568.06,B,B4,< 1 year,1,76788,3,10.06,0,34669,3,65,,7,0,3033,28.1,33,0,0,1,2
1029563,20000,20000, 36 months,7.51,622.22,A,A3,10+ years,3,59000,3,10.54,0,35462,0,,,13,0,7530,18.9,26,0,0,1,2
1031634,5000,5000, 60 months,16.77,123.65,D,D2,n/a,3,62000,3,7.39,0,36526,0,32,,9,0,8357,82.6,16,0,0,1,1
1042392,7700,7700, 36 months,8.9,244.5,A,A5,6 years,3,24000,2,18.3,0,36526,0,,,7,0,10100,86.1,14,0,0,1,2
1046227,14000,14000, 60 months,17.58,352.32,D,D4,4 years,3,71000,1,11.65,0,39326,0,,,10,0,8813,23.3,14,0,0,1,2
1046047,10000,10000, 36 months,12.42,334.16,B,B4,< 1 year,3,40000,1,8.55,0,31444,0,46,,10,0,9500,75.4,16,0,0,1,2
1033253,6475,6475, 36 months,9.91,208.66,B,B1,4 years,3,25000,2,22.51,0,37742,0,,,7,0,12745,83.1,13,0,0,1,2
1046029,12000,12000, 60 months,19.91,317.33,E,E4,10+ years,3,65000,3,14.38,1,37865,0,21,,6,0,8335,93.7,11,0,0,1,1
1044595,15600,15600, 36 months,6.03,474.8,A,A1,9 years,1,73000,1,18.49,0,35034,2,,,19,0,13543,13.1,42,0,0,1,2
1046031,25000,25000, 36 months,15.96,878.44,C,C5,3 years,3,110000,3,8.21,0,35582,1,,,11,0,21296,75.3,33,0,0,1,2
1046181,14400,14400, 36 months,14.27,494.05,C,C2,10+ years,1,108060,1,7.7,0,36739,2,73,,11,0,70524,60.4,31,0,0,1,2
1043030,25000,25000, 36 months,6.62,767.6,A,A2,2 years,1,249999.96,2,4.65,0,33939,0,,,6,0,4548,26,23,0,0,1,2
997934,18000,18000, 36 months,7.9,563.23,A,A4,9 years,3,43000,2,23.13,0,36192,0,,,10,0,22638,60.7,15,0,0,1,2
1045932,12000,12000, 36 months,6.62,368.45,A,A2,n/a,1,57758.88,3,12.53,0,29465,0,45,,7,0,60730,22.3,15,0,0,1,2
1045996,4000,4000, 36 months,6.03,121.75,A,A1,10+ years,1,89000,1,9.01,0,32387,1,,,19,0,6962,7.9,40,0,0,1,2
1045909,30000,30000, 60 months,18.64,772.29,E,E1,2 years,1,90960,3,15.58,0,36312,1,,,9,0,13720,50.4,18,0,0,1,2
1045902,12000,12000, 36 months,7.51,373.33,A,A3,10+ years,3,90000,3,11.91,0,35370,1,,,18,0,33702,35.8,51,0,0,1,2
1045970,10000,10000, 36 months,7.51,311.11,A,A3,2 years,1,94800,1,13.08,0,35490,1,36,,8,0,2748,62.5,23,0,0,1,2
1045966,16000,16000, 60 months,22.35,445.1,F,F5,1 year,1,120000,2,21.16,4,31594,1,4,,25,0,43109,72.3,49,0,0,1,1
1045759,5000,5000, 36 months,15.96,175.69,C,C5,2 years,1,100000,2,18.53,0,35643,2,,,14,0,34073,98.8,31,0,0,1,2
1045885,25000,25000, 60 months,24.11,720.8,G,G5,4 years,1,145000,3,8.3,0,36192,0,40,,8,0,12990,97.7,31,0,0,1,2
1045892,8000,8000, 36 months,8.9,254.03,A,A5,3 years,2,19200,1,14.75,0,37803,2,,,5,0,8271,59.9,10,0,0,1,2
1045795,17375,17375, 36 months,14.27,596.12,C,C2,3 years,1,48000,3,19.15,0,34851,1,,,8,0,13995,60.1,12,0,0,1,2
1045739,2500,2500, 36 months,10.65,81.44,B,B2,3 years,3,15600,3,20.08,0,38687,0,,,4,0,759,23.7,8,0,0,1,2
1045826,6000,6000, 36 months,6.03,182.62,A,A1,10+ years,1,70000,1,12.15,0,27211,0,,,20,0,6564,5.8,47,0,0,1,2
1043408,35000,35000, 36 months,10.65,1140.07,B,B2,7 years,1,365000,2,18.14,0,32874,4,,,8,0,39871,3.9,33,0,0,1,2
1045843,15000,15000, 36 months,16.77,533.08,D,D2,1 year,3,59000,2,16.45,1,35431,0,17,,7,0,13498,55.5,22,0,0,1,2
1042384,18500,18500, 36 months,12.42,618.19,B,B4,9 years,1,91000,3,11.29,0,37377,0,73,,7,0,19679,56.9,18,0,0,1,2
1045841,35000,35000, 60 months,14.27,819.3,C,C2,1 year,1,550000,3,4.34,0,29037,4,,,19,0,19107,0.6,47,0,0,1,2
1038832,6000,6000, 36 months,10.65,195.44,B,B2,< 1 year,1,40000,2,8.1,0,38200,3,48,,10,0,1405,23.4,25,0,0,1,2
1045684,15000,15000, 36 months,10.65,488.6,B,B2,6 years,1,62000,1,13.14,0,34455,0,,,13,0,16100,47.5,38,0,0,1,2
1037682,4800,4800, 36 months,12.42,160.4,B,B4,10+ years,1,108000,1,9.64,0,34001,1,27,,6,0,25029,79.5,18,0,0,1,2
1045560,20000,20000, 36 months,12.42,668.31,B,B4,4 years,1,90000,2,8.41,0,37347,0,41,,9,0,3404,39.1,16,0,0,1,2
1045519,29000,29000, 60 months,12.69,655.25,B,B5,2 years,2,96000,3,12.88,0,35247,0,,,14,0,17216,75.8,30,0,0,1,2
1045554,14125,14125, 60 months,15.27,338.04,C,C4,6 years,3,39500,3,23.54,0,37377,1,35,,7,0,10531,65.8,23,0,0,1,2
1045472,17625,17625, 60 months,20.3,469.91,E,E5,6 years,2,36000,2,19.17,0,32752,0,,,17,0,19820,85.1,27,0,0,1,1
1045515,5000,5000, 36 months,12.69,167.73,B,B5,2 years,3,33000,2,14.8,0,37257,1,,,5,0,12854,77.9,16,0,0,1,2
1045616,10000,10000, 36 months,6.62,307.04,A,A2,8 years,3,70360,1,8.29,0,35827,0,,,9,0,12321,70.1,19,0,0,1,2
1043564,10000,10000, 36 months,6.03,304.36,A,A1,10+ years,1,120000,1,4.85,0,36312,0,37,,6,0,9863,21.5,39,0,0,1,2
1044701,2400,2400, 36 months,11.71,79.39,B,B3,< 1 year,1,30000,2,1.6,0,37530,0,,,6,0,1004,45.6,9,0,0,1,2
1045417,4000,4000, 36 months,7.9,125.17,A,A4,6 years,1,57500,2,9.75,0,38961,0,,,10,0,6156,32.4,13,0,0,1,2
1045584,12000,12000, 36 months,6.03,365.23,A,A1,1 year,1,41053,2,6.17,0,32082,1,,,7,0,11467,18.1,19,0,0,1,2
1045358,24000,24000, 60 months,12.69,542.28,B,B5,3 years,1,85000,3,25.54,0,32813,0,,,10,0,29750,96,38,0,0,1,1
1045477,4000,4000, 60 months,19.03,103.83,E,E2,7 years,1,54996,2,7.2,0,35886,1,59,,6,0,4460,99.1,26,0,0,1,2
1045339,3200,3200, 36 months,7.9,100.13,A,A4,n/a,1,48000,1,27.15,0,33329,0,,,7,0,27919,74.8,29,0,0,1,1
1045458,14000,14000, 36 months,11.71,463.07,B,B3,n/a,3,49150.8,1,14.94,1,35977,0,12,,6,0,12119,74.8,18,0,0,1,2
1040508,10000,10000, 36 months,16.29,353.01,D,D1,6 years,1,80000,1,14.01,0,36557,1,,,13,0,17508,72.9,21,0,0,1,1
1045468,15000,15000, 36 months,10.65,488.6,B,B2,3 years,3,69000,1,21.58,0,37257,1,,,5,0,16995,47.8,19,0,0,1,2
1037186,10000,10000, 36 months,12.69,335.45,B,B5,10+ years,3,98000,1,17.51,0,37257,0,,,12,0,24978,91.5,35,0,0,1,2
1043332,1000,1000, 36 months,19.03,36.68,E,E2,2 years,3,38000,1,15.54,0,37073,2,37,,8,0,10118,99.2,19,0,0,1,1
1037627,10075,10075, 36 months,16.29,355.66,D,D1,3 years,1,56000,3,16.46,0,37865,0,65,,11,0,16338,86,15,0,0,1,2
1044661,19400,19400, 60 months,20.3,517.23,E,E5,10+ years,3,65000,2,4.69,0,33420,0,,,3,0,10457,73.5,4,0,0,1,1
1044206,22400,22400, 36 months,12.69,751.41,B,B5,< 1 year,3,73000,3,14.19,0,36831,0,,,10,0,16616,91.8,30,0,0,1,2
1045284,20000,20000, 36 months,13.49,678.61,C,C1,4 years,3,50000,3,17.16,0,33970,1,,,15,0,17319,86.2,30,0,0,1,2
1045409,35000,35000, 60 months,17.27,874.93,D,D3,3 years,1,325000,2,5.65,0,33298,6,,,6,0,17695,93.1,25,0,0,1,2
1045042,25000,25000, 60 months,17.58,629.14,D,D4,6 years,1,75000,3,12.96,0,36161,0,26,,11,0,18104,60.1,31,0,0,1,2
978527,35000,35000, 60 months,22.74,981.45,G,G1,4 years,3,105000,3,16.94,0,38261,0,24,,10,0,18686,91.2,20,0,0,1,2
1042294,15000,15000, 36 months,6.62,460.56,A,A2,8 years,2,80000,2,1.16,0,37257,0,,,4,0,3679,9.4,5,0,0,1,2
1043785,30000,30000, 60 months,13.49,690.15,C,C1,4 years,1,75000,3,22.85,0,36161,2,,,11,0,4666,26.2,46,0,0,1,2
1040196,22000,22000, 60 months,20.89,593.82,F,F1,4 years,3,63000,3,6.27,0,37956,1,,,5,0,7077,71.5,10,0,0,1,1
1045232,21000,21000, 60 months,16.77,519.32,D,D2,2 years,1,125000,3,13.69,0,34820,0,,,18,0,31157,52.7,24,0,0,1,2
1040409,22500,22500, 60 months,14.27,526.7,C,C2,10+ years,3,45000,3,20.56,0,35462,1,,,9,0,23439,67.2,18,0,0,1,2
1045106,5000,5000, 36 months,7.51,155.56,A,A3,10+ years,1,45000,1,12.37,0,35431,0,,,5,0,9623,62.4,7,0,0,1,2
1045108,9600,9600, 36 months,7.9,300.39,A,A4,9 years,3,54000,2,6.8,0,37135,0,,,5,0,7349,62.8,8,0,0,1,2
1045198,4500,4500, 36 months,6.03,136.96,A,A1,10+ years,3,58947,2,10.99,0,32782,0,,,9,0,18027,42.9,27,0,0,1,2
1045091,3000,3000, 36 months,14.65,103.49,C,C3,< 1 year,1,68000,2,5.19,0,34516,1,60,,5,0,6059,17.8,15,0,0,1,2
1033625,16100,16100, 60 months,20.89,434.57,F,F1,6 years,1,55000,3,22.32,0,37196,1,,,13,0,16980,95.9,22,0,0,1,2
1045054,18200,18200, 36 months,18.25,660.26,D,D5,10+ years,1,59800.55,3,10.07,0,34243,2,36,,8,0,9345,85.7,24,0,0,1,2
1045045,35000,35000, 60 months,22.35,973.64,F,F5,< 1 year,1,100000,3,15.84,0,34608,2,,,10,0,23854,80.6,44,0,0,1,1
1044958,15000,15000, 36 months,9.91,483.38,B,B1,10+ years,1,55000,1,16.73,0,33939,2,,,13,0,27614,69,24,0,0,1,2
1044959,10000,10000, 36 months,6.62,307.04,A,A2,2 years,1,98280,2,6.04,0,35796,0,,,8,0,756,1.8,17,0,0,1,2
1045043,8500,8500, 36 months,8.9,269.91,A,A5,1 year,3,47000,2,18.28,0,38018,0,,,6,0,7068,36.8,12,0,0,1,2
1045034,1800,1800, 36 months,11.71,59.54,B,B3,10+ years,3,49000,1,15.33,0,35674,1,59,96,5,1,4426,42.2,16,0,0,1,2
1041954,14000,14000, 36 months,12.69,469.63,B,B5,9 years,3,45000,1,15.89,0,36161,2,,,9,0,15386,63.1,19,0,0,1,2
1044994,3000,3000, 36 months,16.77,106.62,D,D2,4 years,3,59100,1,12.87,4,38322,0,1,,2,0,0,0,13,0,0,1,1
1044872,17200,17200, 36 months,17.58,618.21,D,D4,10+ years,3,95000,2,8.98,0,38353,0,,,12,0,11585,75.7,17,0,0,1,2
1044982,6000,6000, 36 months,9.91,193.35,B,B1,1 year,3,45000,1,11.57,0,38384,3,,,6,0,5869,31.4,10,0,0,1,2
1041749,16675,16675, 60 months,11.71,368.49,B,B3,7 years,1,72000,1,8.68,0,34973,0,,,10,0,18885,66.3,43,0,0,1,2
1044761,4000,4000, 36 months,16.29,141.21,D,D1,10+ years,3,75000,3,20.91,0,36465,0,54,,8,0,11573,93.8,23,0,0,1,2
1044665,12875,12875, 60 months,11.71,284.52,B,B3,1 year,3,27000,3,13.69,0,36831,0,,,5,0,11422,69.2,16,0,0,1,2
1044657,7000,7000, 36 months,12.69,234.82,B,B5,10+ years,3,48000,3,21.95,0,35278,0,27,,21,0,13100,69.3,26,0,0,1,2
1044801,1500,1500, 36 months,14.65,51.75,C,C3,5 years,1,92700,1,2.64,0,36130,3,41,,11,0,8965,36.6,18,0,0,1,2
1044615,5300,5300, 36 months,8.9,168.3,A,A5,4 years,3,36000,2,15.2,0,34973,0,,,8,0,16843,56.9,14,0,0,1,2
1038768,4200,4200, 60 months,16.77,103.87,D,D2,7 years,1,22088,3,10.65,0,35309,2,,,9,0,4753,91.4,13,0,0,1,2
1044605,2400,2400, 36 months,12.69,80.51,B,B5,< 1 year,1,57000,1,17.01,1,34943,1,18,,12,0,788,12.5,29,0,0,1,2
1043457,12000,12000, 36 months,7.9,375.49,A,A4,2 years,3,42000,1,17.06,0,35065,0,,,6,0,11238,50.4,12,0,0,1,2
