id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,addr_state,dti,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,loan_status
1025579,5000,5000,5000, 36 months,7.9,156.46,A,n/a,RENT,40000,Not Verified,debt_consolidation,CA,19.08,43075,0,6,0,6566,51.7,7,0,0,3903.74,3903.74,753.28,260.06,Charged Off
1025574,30000,30000,29575, 60 months,23.13,847.96,G,3 years,RENT,102500,Verified,debt_consolidation,CA,22.57,34790,0,14,0,35174,97.3,25,0,0,7810.5,7699.64,1687.56,4490.06,Charged Off
1025160,35000,35000,35000, 36 months,18.64,1276.6,E,5 years,MORTGAGE,146000,Verified,debt_consolidation,CA,14.91,25965,1,14,0,28604,68.1,49,0,0,45274.92794,45274.93,35000,10274.93,Fully Paid
1022522,5000,5000,5000, 36 months,6.62,153.52,A,7 years,MORTGAGE,46000,Not Verified,debt_consolidation,MI,11.95,35339,0,7,0,8767,44.5,21,0,0,5526.095936,5526.1,5000,526.1,Fully Paid
1011178,6000,6000,6000, 36 months,15.96,210.83,C,Less than 1 year,RENT,60000,Verified,wedding,AZ,21.16,43012,3,12,0,12394,45.9,31,0,0,7442.32,7442.32,6000,1442.32,Fully Paid
1025411,5700,5700,5700, 60 months,19.03,147.96,E,2 years,RENT,40000,Not Verified,other,MT,12.27,43013,2,11,0,0,0,18,0,0,6397.4,6397.4,5700.01,697.39,Fully Paid
1022092,5000,5000,5000, 36 months,11.71,165.38,B,Less than 1 year,RENT,70000,Verified,other,MO,14.21,35096,0,5,1,5194,64.9,11,0,0,5951.829975,5951.83,5000,951.83,Fully Paid
1024600,23000,23000,22950, 60 months,13.49,529.11,C,10+ years,MORTGAGE,45948,Verified,small_business,MO,2.53,33178,0,3,0,4746,38,9,0,0,4913.07,4902.37,1954.13,1740.54,Charged Off
1025415,12000,12000,11825, 60 months,16.77,296.75,D,10+ years,MORTGAGE,80600,Verified,other,IL,20.5,36373,2,10,0,18435,79.1,34,0,0,15089.75,14869.5,11999.99,3089.76,Fully Paid
1025314,6000,6000,6000, 36 months,9.91,193.35,B,1 year,RENT,57600,Not Verified,debt_consolidation,NV,7.98,34578,0,10,0,7964,38.7,17,0,0,6960.089148,6960.09,6000,960.09,Fully Paid
1025274,10000,10000,10000, 36 months,7.51,311.11,A,7 years,RENT,60000,Not Verified,small_business,CA,20.32,42888,2,11,0,2113,4.8,24,0,0,11197.98285,11197.98,10000,1197.98,Fully Paid
1025301,7000,7000,7000, 36 months,7.9,219.04,A,10+ years,MORTGAGE,74346,Source Verified,credit_card,MO,17.58,34394,1,18,0,9175,38.2,43,0,0,7884.738395,7884.74,7000,884.74,Fully Paid
1009492,10000,10000,10000, 36 months,14.27,343.09,C,Less than 1 year,RENT,40992,Source Verified,debt_consolidation,NJ,17.54,35370,1,6,0,10267,53.8,11,0,0,10971.42,10971.42,10000,971.42,Fully Paid
1023996,20000,20000,20000, 36 months,13.49,678.61,C,5 years,MORTGAGE,52000,Verified,debt_consolidation,OH,20.95,43009,0,9,0,17158,70.9,31,0,0,24428.78866,24428.79,20000,4428.79,Fully Paid
1025259,9600,9600,9600, 36 months,7.9,300.39,A,3 years,MORTGAGE,145000,Verified,home_improvement,GA,7.42,35855,2,6,0,6697,73.6,20,0,0,10809.33545,10809.34,9600,1209.34,Fully Paid
947619,20000,20000,19900.32185, 60 months,18.25,510.6,D,2 years,OWN,58000,Verified,home_improvement,CA,16.74,35004,1,13,0,28150,39.8,26,0,0,29867.21074,29697.89,20000,9867.21,Fully Paid
1025199,6550,6550,6550, 36 months,10.65,213.36,B,Less than 1 year,RENT,47000,Not Verified,debt_consolidation,LA,18.28,36708,1,6,0,18888,49.7,17,0,0,7271.2,7271.2,6550,721.2,Fully Paid
1025132,2500,2500,2500, 36 months,9.91,80.57,B,2 years,OWN,53000,Source Verified,other,CA,18.43,34700,2,7,0,10436,33.1,14,0,0,2920.44136,2920.44,2500,405.44,Fully Paid
1025239,12000,12000,11950, 60 months,19.42,314.07,E,6 years,MORTGAGE,56004,Not Verified,home_improvement,NY,7.2,35551,1,8,0,4032,17.9,24,0,0,17171.22417,17099.72,12000,5171.22,Fully Paid
1025108,2500,2500,2500, 36 months,9.91,80.57,B,Less than 1 year,RENT,13200,Source Verified,other,OH,15.82,42861,1,5,0,750,68.2,7,0,0,528.43,528.43,304.19,98.11,Charged Off
1025186,11300,11300,11025, 60 months,12.69,255.33,B,10+ years,OWN,59500,Not Verified,debt_consolidation,NJ,13.37,32234,0,11,0,18121,61.7,28,0,0,13113.48,12794.16,11300.01,1813.47,Fully Paid
1025100,8575,8575,8575, 36 months,19.42,316.15,E,Less than 1 year,RENT,27840,Not Verified,debt_consolidation,FL,15.47,43044,0,7,0,11463,98.3,14,0,0,1104.38,1104.38,357.42,274.52,Charged Off
1025163,16000,16000,15750, 36 months,11.71,529.22,B,7 years,RENT,42494,Source Verified,car,MD,10.65,43014,0,6,0,3,0.2,9,0,0,12130.35,11940.88,8634.66,2472.06,Charged Off
1025055,13000,13000,13000, 60 months,11.71,287.28,B,4 years,RENT,33600,Verified,debt_consolidation,NJ,11.21,42983,0,7,0,9110,45.8,9,0,0,16407.90967,16407.91,13000,3407.91,Fully Paid
1024918,8500,8500,8250, 36 months,10.65,276.88,B,10+ years,RENT,60353,Verified,credit_card,CA,11.47,36404,0,7,0,12585,54,21,0,0,9879.443019,9588.83,8500,1379.44,Fully Paid
1025062,6000,6000,6000, 36 months,12.69,201.27,B,1 year,RENT,40000,Verified,debt_consolidation,NY,15.06,42800,0,8,0,15900,82.8,8,0,0,6565.59,6565.59,6000,565.59,Fully Paid
1024916,8800,8800,8800, 36 months,6.03,267.84,A,8 years,RENT,65000,Source Verified,debt_consolidation,MA,7.03,36465,0,11,0,3606,11.5,31,0,0,9656.786005,9656.79,8800,841.79,Fully Paid
1023918,25000,25000,25000, 36 months,11.71,826.9,B,10+ years,MORTGAGE,102000,Verified,debt_consolidation,IL,15.55,28277,1,21,0,62361,24.7,57,0,0,29765.27241,29765.27,25000,4765.27,Fully Paid
1008323,6000,6000,6000, 36 months,7.51,186.67,A,10+ years,MORTGAGE,32468.8,Not Verified,car,AR,29.35,36678,0,6,0,10112,63.2,16,0,0,6712.923852,6712.92,6000,712.92,Fully Paid
1025008,12000,12000,12000, 36 months,10.65,390.88,B,Less than 1 year,RENT,95000,Source Verified,other,NY,1.74,42832,0,8,0,1737,12,12,0,0,12106.65,12106.65,12000,106.65,Fully Paid
1022972,8300,8300,8300, 36 months,7.9,259.71,A,n/a,OWN,35000,Verified,home_improvement,FL,28.15,34759,2,13,1,9344,41,18,0,0,9364.202354,9364.2,8300,1049.2,Fully Paid
1014729,5500,5500,5500, 36 months,17.58,197.69,D,3 years,RENT,33900,Not Verified,credit_card,NY,7.61,43010,3,2,0,5794,81.6,11,0,0,6429.89,6429.89,5500,929.89,Fully Paid
1019123,35000,35000,35000, 36 months,7.9,1095.16,A,10+ years,MORTGAGE,95000,Verified,house,CA,2.93,36039,0,14,0,8680,16,28,0,0,38590.3,38590.3,35000,3590.3,Fully Paid
1024738,3000,3000,3000, 36 months,11.71,99.23,B,1 year,RENT,40000,Not Verified,debt_consolidation,CT,14.1,42799,0,7,0,2341,47.8,16,0,0,3381.45,3381.45,3000,381.45,Fully Paid
1024741,2500,2500,2500, 36 months,13.49,84.83,C,3 years,RENT,50000,Not Verified,debt_consolidation,OH,16.58,30560,0,11,0,4541,51.6,21,0,0,3051.573033,3051.57,2500,551.57,Fully Paid
935790,12000,12000,12000, 36 months,16.77,426.47,D,5 years,MORTGAGE,64000,Not Verified,debt_consolidation,MO,18.32,42737,1,10,0,6321,78,29,0,0,15186.61865,15186.62,12000,3186.62,Fully Paid
1024649,7200,7200,7200, 36 months,7.9,225.29,A,10+ years,RENT,149000,Source Verified,debt_consolidation,NY,13.63,36069,0,10,0,6787,37.1,17,0,0,8104.823194,8104.82,7200,904.82,Fully Paid
1024721,2000,2000,2000, 36 months,6.62,61.41,A,7 years,MORTGAGE,50000,Source Verified,debt_consolidation,CA,8.11,42857,0,9,0,5036,14.6,13,0,0,2209.207576,2209.21,2000,209.21,Fully Paid
1024806,22000,22000,22000, 36 months,19.91,816.6,E,6 years,MORTGAGE,70000,Source Verified,debt_consolidation,OH,18.24,30590,0,11,0,38928,84.6,36,0,0,23748.34,23748.34,22000,1748.34,Fully Paid
834073,14000,14000,14000, 36 months,7.9,438.07,A,2 years,RENT,28800,Source Verified,credit_card,CA,18.67,42981,1,4,0,6020,23,9,0,0,15772.56932,15772.57,14000,1772.57,Fully Paid
1024800,7500,7500,7500, 36 months,14.27,257.32,C,4 years,RENT,57000,Source Verified,debt_consolidation,NJ,12.44,43071,3,15,0,5443,23.7,29,0,0,8613.1,8613.1,7500,1113.1,Fully Paid
994765,6000,6000,6000, 36 months,9.91,193.35,B,Less than 1 year,RENT,82000,Source Verified,debt_consolidation,NC,11.15,35916,1,7,0,8271,34.5,16,0,0,6955.696725,6955.7,6000,955.7,Fully Paid
1024798,15000,15000,15000, 60 months,19.42,392.59,E,5 years,RENT,55000,Verified,debt_consolidation,CA,20.68,35309,2,13,0,27413,76.4,22,0,0,4710.53,4710.53,1961.67,2736.45,Charged Off
1015995,22900,22900,22725, 60 months,18.25,584.63,D,10+ years,RENT,55000,Verified,debt_consolidation,NY,15.91,33239,1,8,1,14755,58.8,17,0,0,12361.79,12267.25,5563.94,6797.85,Charged Off
1024542,3500,3500,3500, 36 months,6.03,106.53,A,10+ years,MORTGAGE,50000,Source Verified,debt_consolidation,IL,19.94,35431,0,9,0,2992,28.5,24,0,0,3780.06,3780.06,3500,280.06,Fully Paid
1024678,35000,35000,33714.91586, 60 months,20.89,944.71,F,4 years,OWN,70000,Verified,other,TX,12.58,36861,2,7,0,29088,64.6,15,0,0,41895.99,38891.59,35000.01,6895.98,Fully Paid
1018744,1950,1950,1950, 36 months,12.69,65.42,B,n/a,OWN,12000,Source Verified,other,NY,20.3,36465,0,3,0,1482,35.3,8,0,0,2353.044625,2353.04,1950,403.04,Fully Paid
1024549,12000,12000,12000, 36 months,6.62,368.45,A,7 years,MORTGAGE,50000,Source Verified,debt_consolidation,NY,22.42,36434,0,10,0,18605,59.6,31,0,0,12813.35,12813.35,12000,813.35,Fully Paid
1024543,5000,5000,5000, 36 months,14.27,171.55,C,6 years,OWN,35000,Not Verified,major_purchase,TX,16.42,42771,0,6,0,1410,34,8,0,0,6171.19996,6171.2,5000,1171.2,Fully Paid
1024691,6250,6250,6250, 60 months,17.27,156.24,D,10+ years,RENT,55000,Source Verified,debt_consolidation,FL,9.49,36251,1,6,0,8860,69.2,14,0,0,8878.916305,8878.92,6250,2628.92,Fully Paid
1024471,7000,7000,7000, 36 months,7.9,219.04,A,10+ years,MORTGAGE,60000,Source Verified,credit_card,TX,21.12,36069,0,12,0,17033,63.3,19,0,0,7884.517103,7884.52,7000,884.52,Fully Paid
1009584,2600,2600,2600, 36 months,6.03,79.14,A,Less than 1 year,MORTGAGE,50000,Source Verified,vacation,MD,21.34,32417,1,11,0,3429,25.8,26,0,0,2679.46,2679.46,2600,79.46,Fully Paid
1024656,14000,14000,14000, 36 months,6.62,429.86,A,10+ years,MORTGAGE,150000,Verified,debt_consolidation,DE,9.42,30348,2,10,0,7579,19.4,36,0,0,15161.99,15161.99,14000,1161.99,Fully Paid
1024482,15000,15000,15000, 36 months,14.27,514.64,C,6 years,MORTGAGE,192000,Verified,small_business,NC,11.58,32599,0,13,0,17451,74.6,22,0,0,18522.71126,18522.71,15000,3522.71,Fully Paid
1020583,14300,14300,14300, 36 months,6.03,435.23,A,10+ years,MORTGAGE,90000,Verified,credit_card,OH,29.72,29921,0,12,0,34102,35.2,40,0,0,15667.904,15667.9,14300,1367.9,Fully Paid
1024620,15600,15600,15525, 60 months,15.96,379.04,C,4 years,OWN,52000,Not Verified,wedding,OH,10.22,43009,2,8,0,41017,86.9,28,0,0,19651.02,19556.58,15600,4051.02,Fully Paid
1024480,6000,6000,6000, 36 months,10.65,195.44,B,5 years,MORTGAGE,126000,Not Verified,home_improvement,NY,14.33,31352,0,16,1,20607,50,21,0,0,4652,4652,3433.82,861.02,Charged Off
1024144,3000,3000,3000, 36 months,12.42,100.25,B,9 years,RENT,31200,Not Verified,other,IL,15.04,42982,0,12,0,5890,27.1,17,0,0,3607.83519,3607.84,3000,607.84,Fully Paid
1024423,3500,3500,3500, 36 months,12.69,117.41,B,Less than 1 year,RENT,34000,Source Verified,debt_consolidation,WA,15.78,43075,1,19,0,1923,54.9,22,0,0,4221.381267,4221.38,3500,721.38,Fully Paid
1024323,2250,2250,2250, 36 months,18.25,81.63,D,1 year,RENT,15600,Verified,debt_consolidation,NJ,21.69,43075,0,5,0,10879,99.8,6,0,0,2927.111984,2927.11,2250,677.11,Fully Paid
861652,8400,8400,8400, 60 months,11.71,185.63,B,10+ years,MORTGAGE,70000,Source Verified,small_business,CA,1.49,34486,1,4,0,3272,13.9,10,0,0,8876.14,8876.14,8400,476.14,Fully Paid
1024302,5000,5000,5000, 36 months,9.91,161.13,B,n/a,RENT,36000,Source Verified,vacation,CA,22.3,42951,0,8,0,17285,71.7,11,0,0,5791.775583,5791.78,5000,791.78,Fully Paid
1007810,27575,27575,27298.07235, 60 months,14.65,650.96,C,7 years,MORTGAGE,100500,Verified,debt_consolidation,AL,23.73,34335,1,9,0,39604,59.4,26,0,0,35796.85557,35419.22,27575,8221.86,Fully Paid
1024122,14000,14000,14000, 36 months,7.9,438.07,A,2 years,RENT,150000,Source Verified,debt_consolidation,NY,7.66,35400,0,10,0,41588,77.6,27,0,0,8319.53,8319.53,6973.3,1346.23,Charged Off
1020621,35000,35000,34822.56581, 60 months,20.3,933.14,E,Less than 1 year,MORTGAGE,191000,Verified,house,LA,17.72,34639,1,16,0,14925,75.2,43,0,0,25126.3,24994.26,9482.39,11957.06,Charged Off
1024086,30000,30000,29797.56578, 60 months,20.3,799.84,E,10+ years,OWN,69996,Verified,debt_consolidation,LA,16.66,30042,1,17,0,13505,38.3,42,0,0,46922.47199,46603,30000.01,16884.7,Fully Paid
1023029,5000,5000,5000, 36 months,6.03,152.18,A,10+ years,MORTGAGE,72000,Not Verified,car,PA,17.82,31079,0,10,0,103754,3,37,0,0,5478.186893,5478.19,5000,478.19,Fully Paid
1024044,7500,7500,7250, 36 months,11.71,248.07,B,10+ years,MORTGAGE,153000,Verified,debt_consolidation,WA,10.72,29677,0,9,0,20121,38.2,33,0,0,7644.69,7389.87,7500,144.69,Fully Paid
1024051,3000,3000,3000, 36 months,7.9,93.88,A,10+ years,RENT,10000,Not Verified,medical,NM,2.76,33695,0,3,0,415,3.4,8,0,0,3379.066157,3379.07,3000,379.07,Fully Paid
1024170,9000,9000,9000, 36 months,18.64,328.27,E,6 years,MORTGAGE,70000,Not Verified,debt_consolidation,MN,6.91,36465,0,8,0,10362,98.2,18,0,0,11815.93851,11815.94,9000,2815.94,Fully Paid
1022612,24000,24000,23950, 60 months,11.71,530.36,B,8 years,RENT,48000,Verified,home_improvement,MA,9.8,34731,2,10,0,20822,32.2,18,0,0,29774.31317,29712.32,24000,5774.31,Fully Paid
1023951,5500,5500,5500, 36 months,10.65,179.16,B,2 years,RENT,36000,Verified,debt_consolidation,CA,12.87,33635,1,2,0,0,0,10,0,0,6382.680253,6382.68,5500,882.68,Fully Paid
1023946,3500,3500,3500, 36 months,11.71,115.77,B,Less than 1 year,RENT,30000,Source Verified,debt_consolidation,NY,9.36,43013,0,6,0,2816,45.8,8,0,0,4098.55,4098.55,1788.54,521.26,Charged Off
993387,35000,35000,34825, 60 months,12.69,790.82,B,2 years,MORTGAGE,131000,Verified,home_improvement,DC,6.35,35065,0,7,0,0,0,17,0,0,43028.92,42813.82,35000,8028.92,Fully Paid
1023914,24000,24000,24000, 36 months,8.9,762.08,A,4 years,RENT,95000,Verified,debt_consolidation,RI,24.85,33086,1,12,0,46033,49,34,0,0,25965.77,25965.77,24000,1965.77,Fully Paid
1023909,21000,21000,21000, 60 months,17.58,528.48,D,10+ years,RENT,150000,Source Verified,wedding,CA,9.22,43040,1,5,0,35615,94.2,24,0,0,13333.83,13333.83,5177.35,5917.99,Charged Off
1023972,13200,13200,13200, 60 months,14.27,309,C,4 years,MORTGAGE,75000,Not Verified,credit_card,NV,18.34,36465,1,13,0,19011,54.2,33,0,0,4942.18,4942.18,2651.44,2273.04,Charged Off
1023591,30000,30000,30000, 36 months,9.91,966.75,B,1 year,MORTGAGE,130000,Verified,credit_card,OH,8.16,35400,0,6,0,3557,93.6,26,0,0,34799.91173,34799.91,30000,4799.91,Fully Paid
1023877,12000,12000,12000, 36 months,8.9,381.04,A,2 years,RENT,73200,Not Verified,debt_consolidation,CA,3.31,42769,0,2,0,7461,36,3,0,0,12820.02,12820.02,12000,820.02,Fully Paid
1023875,5000,5000,5000, 36 months,6.62,153.52,A,6 years,RENT,50793.6,Verified,debt_consolidation,NV,26.79,28976,0,7,0,8985,84.8,20,0,0,5525.845241,5525.85,5000,525.85,Fully Paid
1023842,6850,6850,6850, 60 months,19.03,177.81,E,2 years,RENT,54000,Source Verified,debt_consolidation,NY,6.47,43044,0,9,0,9041,77.9,11,0,0,6430.34,6430.34,2958.14,2885.67,Charged Off
999687,12000,12000,12000, 36 months,7.9,375.49,A,10+ years,MORTGAGE,60000,Verified,debt_consolidation,WA,6.6,30590,0,4,0,0,0,19,0,0,13516.62234,13516.62,12000,1516.62,Fully Paid
1023699,15000,15000,14750, 60 months,20.3,399.92,E,5 years,RENT,75000,Source Verified,debt_consolidation,CA,15.78,35551,0,7,0,14017,87.6,12,0,0,18511.29,18202.56,15000,3511.29,Fully Paid
1023860,20000,20000,19750, 60 months,15.27,478.64,C,8 years,RENT,75000,Verified,credit_card,MA,16.85,36586,1,17,0,29712,27.4,29,0,0,13432.51,13263.87,6200.04,5285.29,Charged Off
1023704,5000,5000,5000, 36 months,16.77,177.7,D,6 years,RENT,50000,Source Verified,debt_consolidation,CA,13.03,34578,2,7,1,5412,98.4,15,0,0,354.62,354.62,216.68,137.94,Charged Off
1023824,1500,1500,1500, 36 months,8.9,47.63,A,6 years,MORTGAGE,48000,Not Verified,home_improvement,CA,7.53,36039,0,8,0,4206,53.9,22,0,0,1590.06,1590.06,1500,90.06,Fully Paid
1020966,12000,12000,11950, 60 months,14.27,280.91,C,10+ years,MORTGAGE,60000,Not Verified,debt_consolidation,AL,10.58,29983,1,7,0,6049,96,29,0,0,7865.48,7832.6,4544.13,3321.35,Charged Off
1023802,21000,21000,20775, 60 months,17.58,528.48,D,10+ years,RENT,51000,Verified,debt_consolidation,NY,13.91,31260,3,9,0,22233,78.8,16,0,0,4226.51,4181.1,1847.86,2378.65,Charged Off
1023659,6000,6000,6000, 36 months,8.9,190.52,A,10+ years,MORTGAGE,100000,Not Verified,debt_consolidation,DE,9.34,34820,1,5,0,8810,69.9,25,0,0,6853.259647,6853.26,6000,853.26,Fully Paid
1023555,35000,35000,34997.35245, 60 months,17.27,874.93,D,9 years,MORTGAGE,97500,Source Verified,house,NH,16.52,36373,7,9,0,8357,72,28,0,0,32471.77,32465.53,16128.4,13615.39,Charged Off
1022827,12400,12400,12275, 60 months,15.27,296.76,C,8 years,MORTGAGE,60000,Verified,home_improvement,AZ,17.06,35309,1,11,0,4495,42.8,22,0,0,15629.89,15472.14,12400,3229.89,Fully Paid
1023438,30000,30000,30000, 36 months,9.91,966.75,B,7 years,MORTGAGE,110000,Verified,debt_consolidation,LA,23.64,34182,1,17,0,110856,43.4,47,0,0,34682.15019,34682.15,30000,4682.15,Fully Paid
1023542,1200,1200,1200, 36 months,14.27,41.18,C,10+ years,MORTGAGE,90216,Not Verified,home_improvement,IL,15.7,33635,0,18,0,20294,92.2,38,0,0,730.63,730.63,373.54,158.42,Charged Off
1022552,7000,7000,7000, 36 months,7.51,217.78,A,10+ years,OWN,47000,Not Verified,other,MA,17.87,32690,0,12,0,7453,80.5,43,0,0,7660.57,7660.57,7000,660.57,Fully Paid
1023547,5600,5600,5600, 36 months,7.9,175.23,A,3 years,RENT,70000,Not Verified,credit_card,CT,5.23,42738,0,17,0,57176,12.1,26,0,0,6006.18,6006.18,5600,406.18,Fully Paid
1023590,4200,4200,4200, 36 months,14.27,144.1,C,2 years,MORTGAGE,80000,Not Verified,vacation,FL,7.65,42922,2,9,0,721,7.7,13,0,0,5038.98,5038.98,4200,838.98,Fully Paid
1023522,7000,7000,7000, 36 months,16.29,247.11,D,1 year,OWN,35000,Source Verified,home_improvement,MO,20.4,36739,0,8,0,7285,74.3,14,0,0,8894.237295,8894.24,7000,1894.24,Fully Paid
1023485,25000,25000,25000, 36 months,12.69,838.63,B,n/a,MORTGAGE,120000,Verified,debt_consolidation,CA,10.93,32295,0,14,0,24921,37.5,34,0,0,30185.63785,30185.64,25000,5185.64,Fully Paid
1016736,8500,8500,8500, 36 months,6.03,258.71,A,10+ years,MORTGAGE,80000,Verified,car,OH,10.77,29068,2,16,0,10213,10.9,47,0,0,9327.901821,9327.9,8500,812.9,Fully Paid
1023459,3000,3000,3000, 36 months,7.9,93.88,A,3 years,MORTGAGE,67000,Not Verified,credit_card,PA,22.03,35247,0,15,0,12968,71.6,59,0,0,3332.8,3332.8,3000,332.8,Fully Paid
996371,1600,1600,1600, 36 months,7.51,49.78,A,4 years,RENT,15120,Source Verified,debt_consolidation,TX,23.89,42980,0,4,0,1603,44.5,9,0,0,1790.977255,1790.98,1600,190.98,Fully Paid
1023275,35000,35000,34972.47891, 60 months,19.03,908.5,E,2 years,MORTGAGE,75000,Verified,debt_consolidation,AL,16.94,35886,0,9,0,19986,84.7,24,0,0,10974.1,10959.84,2933.26,6107.81,Charged Off
1022643,3400,3400,3400, 36 months,12.69,114.06,B,3 years,RENT,11000,Source Verified,major_purchase,VA,4.36,42924,1,4,0,161,1,4,0,0,4103.261273,4103.26,3400,703.26,Fully Paid
1023219,10000,10000,10000, 36 months,19.42,368.69,E,3 years,RENT,31000,Verified,major_purchase,RI,13.94,42983,0,4,0,3441,98.3,9,0,0,9737.07,9737.07,6308.26,2903.24,Charged Off
1023178,10000,10000,10000, 36 months,6.62,307.04,A,10+ years,MORTGAGE,66000,Source Verified,home_improvement,FL,19.67,34455,2,10,0,3624,39.4,21,0,0,11052.19447,11052.19,10000,1052.19,Fully Paid
1023172,3500,3500,3500, 36 months,16.29,123.56,D,3 years,MORTGAGE,50000,Not Verified,major_purchase,NY,0,42827,0,3,0,0,0,16,0,0,4019,4019,3019.28,930.32,Charged Off
1022961,24000,24000,23747.5039, 60 months,19.42,628.14,E,5 years,RENT,62000,Source Verified,debt_consolidation,CA,18.46,36251,0,10,0,17065,88,34,0,0,17538.82,17349.3,6947.68,8126.67,Charged Off
683110,35000,35000,35000, 36 months,7.9,1095.16,A,2 years,RENT,95000,Verified,credit_card,AZ,15.33,34639,0,9,0,41346,34.8,39,0,0,39423.28125,39423.28,35000,4423.28,Fully Paid
1015815,14000,14000,14000, 36 months,12.69,469.63,B,2 years,RENT,60000,Not Verified,major_purchase,CA,13.98,42951,0,5,0,3246,75.5,12,0,0,15433.11,15433.11,14000,1433.11,Fully Paid
1022929,9600,9600,9350, 60 months,14.27,224.73,C,10+ years,MORTGAGE,65196,Not Verified,debt_consolidation,CA,9.35,36708,0,8,0,3571,49.6,29,0,0,11935.9,11624.9,9600,2335.9,Fully Paid
1022912,15000,15000,15000, 36 months,11.71,496.14,B,6 years,RENT,40000,Not Verified,other,CA,15.54,42832,0,5,0,2576,21.5,9,0,0,17688.18871,17688.19,15000,2688.19,Fully Paid
1022908,1000,1000,1000, 36 months,11.71,33.08,B,Less than 1 year,MORTGAGE,91000,Source Verified,debt_consolidation,MD,13.4,36831,0,12,0,776,9.8,28,0,0,1173.11,1173.11,1000,173.11,Fully Paid
1022889,4000,4000,4000, 36 months,6.62,122.82,A,10+ years,MORTGAGE,94000,Not Verified,major_purchase,NC,0.7,32174,1,9,0,2261,3.1,29,0,0,4341.33,4341.33,4000,341.33,Fully Paid
1021934,20000,20000,20000, 36 months,8.9,635.07,A,7 years,OWN,63440,Verified,credit_card,NJ,26.69,30560,2,10,0,44159,46.4,24,0,0,22695.3773,22695.38,20000,2695.38,Fully Paid
1018263,14000,14000,13750, 36 months,7.9,438.07,A,8 years,MORTGAGE,90000,Not Verified,home_improvement,CA,18.28,42857,0,12,0,9291,27.6,17,0,0,15769.54715,15487.95,14000,1769.55,Fully Paid
1022845,15000,15000,15000, 36 months,6.03,456.54,A,9 years,MORTGAGE,400000,Verified,debt_consolidation,IL,2.84,32509,2,7,0,24240,41.1,28,0,0,15290.24,15290.24,15000,290.24,Fully Paid
1022829,20000,20000,19875, 60 months,11.71,441.97,B,2 years,MORTGAGE,63239.8,Verified,debt_consolidation,MA,22.22,35855,0,9,0,10890,45.9,26,0,0,8827.34,8772.11,4820.9,3118.18,Charged Off
1013775,15000,15000,15000, 36 months,6.62,460.56,A,n/a,RENT,31200,Verified,other,WI,9.04,33756,2,13,0,369,1.3,29,0,0,15602.76,15602.76,15000,602.76,Fully Paid
823001,6800,6800,6800, 36 months,12.69,228.11,B,5 years,MORTGAGE,34600,Source Verified,medical,PA,18.1,42739,3,12,0,5980,64.3,26,0,0,7599.38,7599.38,6800,799.38,Fully Paid
1022768,26375,26375,26147.5039, 60 months,19.42,690.3,E,6 years,RENT,42000,Verified,debt_consolidation,GA,18.17,42861,0,7,0,29680,96.5,20,0,0,39779.36973,39433.52,26375,13404.37,Fully Paid
1003648,6400,6400,6150, 36 months,11.71,211.69,B,5 years,RENT,80000,Not Verified,debt_consolidation,NY,5.95,42861,0,3,0,14944,61.2,9,0,0,7616.993642,7319.36,6400,1216.99,Fully Paid
1020800,10200,10200,10175, 36 months,8.9,323.89,A,1 year,RENT,90000,Not Verified,debt_consolidation,NY,5.48,36434,0,9,0,10969,59.3,26,0,0,11592.54371,11564.14,10200,1392.54,Fully Paid
1022549,30000,30000,30000, 36 months,7.51,933.33,A,10+ years,MORTGAGE,125000,Source Verified,debt_consolidation,CA,10.16,26299,1,13,0,14914,22.5,26,0,0,33597.22457,33597.22,30000,3597.22,Fully Paid
1022153,12000,12000,11975, 60 months,17.27,299.98,D,10+ years,MORTGAGE,100000,Source Verified,car,IL,12.46,32417,2,9,0,2212,17.8,28,0,0,15541.34097,15508.98,12000,3541.34,Fully Paid
1020031,15000,15000,14800, 60 months,16.77,370.94,D,10+ years,RENT,136000,Verified,debt_consolidation,DE,16.28,36251,3,12,0,57963,62.2,33,0,0,21459.15192,21172.73,15000,6459.15,Fully Paid
1022513,8000,8000,7950, 36 months,7.51,248.89,A,2 years,RENT,65000,Not Verified,debt_consolidation,FL,4.21,35186,0,10,0,399,1.6,22,0,0,8821.46,8766.33,8000,821.46,Fully Paid
1022504,9250,9250,9250, 36 months,7.9,289.44,A,6 years,MORTGAGE,31200,Not Verified,debt_consolidation,CA,7.54,34881,3,8,0,5644,41.8,24,0,0,10418.58949,10418.59,9250,1168.59,Fully Paid
1016815,35000,35000,33512.97457, 60 months,11.71,773.44,B,10+ years,MORTGAGE,68000,Verified,debt_consolidation,IL,28.78,35034,0,8,0,66854,73,25,0,0,44983.47782,42632.1,35000,9983.48,Fully Paid
1022460,18000,18000,18000, 36 months,12.69,603.81,B,8 years,MORTGAGE,180396,Source Verified,major_purchase,MN,6.21,42887,1,10,0,11306,49.3,37,0,0,20817.34,20817.34,18000,2817.34,Fully Paid
